row.names,pclass,survived,name,age,embarked,home.dest,room,ticket,boat,sex,first_class,second_class,third_class
757,2,0,"Davies, Mr John",21,Southampton,"West Bromwich, England Pontiac, MI",,,,1,0,0,1
758,2,0,"Davies, Mr Joseph",17,Southampton,"West Bromwich, England Pontiac, MI",,,,1,0,0,1
759,2,0,"Davison, Mr Thomas Henry",31.19418104,Southampton,"Liverpool, England Bedford, OH",,,,1,0,0,1
760,2,1,"Davison, Mrs Thomas Henry (Mary Finck)",31.19418104,Southampton,"Liverpool, England Bedford, OH",,,,0,0,0,1
761,2,0,"Dean, Mr Bertram",26,Southampton,"Devon, England Wichita, KS",,,,1,0,0,1
762,2,1,"Dean, Mrs Bertram (Eva)",33,Southampton,"Devon, England Wichita, KS",,,12,0,0,0,1
763,2,1,"Dean, Master Bertram Vere",1,Southampton,"Devon, England Wichita, KS",,,12,1,0,0,1
764,2,1,"Dean, Miss Elizabeth Gladys (Millvena)",0.1667,Southampton,"Devon, England Wichita, KS",,,12,0,0,0,1
765,2,0,"Delalic, Mr Regyo",25,Southampton,,,,,1,0,0,1
766,2,1,"De Messemaeker, Mr William Joseph",36,Southampton,"Tampico, MT",,,15,1,0,0,1
767,2,1,"De Messemaeker, Mrs William Joseph (Anna)",36,Southampton,"Tampico, MT",,,13,0,0,0,1
768,2,1,"De Mulder, Mr Theo",30,Southampton,"Belgium Detroit, MI",,,,1,0,0,1
769,2,0,"Denkoff, Mr Mito",31.19418104,Southampton,"Bulgaria Coon Rapids, IA",,,,1,0,0,1
770,2,0,"Dennis, Mr Samuel",23,Southampton,,,,,1,0,0,1
771,2,0,"Dennis, Mr William",26,Southampton,,,,,1,0,0,1
772,2,1,"Devaney, Miss Margaret",19,Queenstown,"Kilmacowen, Co Sligo, Ireland New York, NY",,,C,0,0,0,1
773,2,0,"Dewan, Mr Frank",65,Queenstown,,,,,1,0,0,1
774,2,0,"Dibo, Mr Elias",31.19418104,Cherbourg,,,,,1,0,0,1
775,2,0,"Dimic, Mr Jovan",42,Southampton,,,,,1,0,0,1
776,2,0,"Dintcheff, Mr Valtcho",43,Southampton,,,,,1,0,0,1
777,2,0,"Dooley, Mr Patrick",32,Queenstown,"Ireland New York, NY",,,,1,0,0,1
778,2,1,"Dorkings, Mr Edward Arthur",19,Southampton,"England Oglesby, IL",,,B,1,0,0,1
779,2,1,"Dowdell, Miss Elizabeth",30,Southampton,"Union Hill, NJ",,,13,0,0,0,1
780,2,0,"Doyle, Miss Elizabeth",24,Queenstown,"Ireland New York, NY",,,,0,0,0,1
781,2,1,"Drapkin, Miss Jennie",23,Southampton,"London New York, NY",,,,0,0,0,1
782,2,0,"Drazonovic, Mr Josef",31.19418104,Cherbourg,"Austria Niagara Falls, NY",,,,1,0,0,1
783,2,1,"Driscoll, Miss Bridget",24,Queenstown,"Ballydehob, Co Cork, Ireland New York, NY",,,,0,0,0,1
784,2,1,"Duquemin, Mr Joseph",24,Southampton,"England Albion, NY",,,D,1,0,0,1
785,2,0,"Dyker, Mr Adolf Fredrik",23,Southampton,"West Haven, CT",,,,1,0,0,1
786,2,1,"Dyker, Mrs Adolf Fredrik (Anna Elizabeth Judith Andersson)",22,Southampton,"West Haven, CT",,,,0,0,0,1
787,2,0,"Econovic, Mr Joso",31.19418104,Southampton,Austria-Hungary,,,,1,0,0,1
788,2,0,"Edvardsson, Mr Gustaf Hjalmar",18,Southampton,"Tofta, Sweden Joliet, IL",,,,1,0,0,1
789,2,0,"Eklund, Mr Hans Linus",16,Southampton,"Karberg, Sweden Jerome Junction, AZ",,,,1,0,0,1
790,2,0,"Ekstrom, Mr Johan",45,Southampton,"Effington Rut, SD",,,,1,0,0,1
791,2,0,"Elias, Mr Elias",31.19418104,Cherbourg,Syria,,,,1,0,0,1
792,2,0,"Elias, Mr John",31.19418104,Cherbourg,Syria,,,,1,0,0,1
793,2,0,"Elias, Mr Joseph",31.19418104,Cherbourg,"Syria Ottawa, ON",,,,1,0,0,1
794,2,0,"Elsbury, Mr James",47,Southampton,"Illinois, USA",,,,1,0,0,1
795,2,1,"Emanuel, Miss Virginia Ethel",5,Southampton,"New York, NY",,,13,0,0,0,1
796,2,0,"Emmeth, Mr Thomas",31.19418104,Southampton,,,,,1,0,0,1
797,2,0,"Everett, Thomas James",31.19418104,Southampton,,,,,1,0,0,1
798,2,0,"Farrell, Mr James",31.19418104,Queenstown,"Aughnacliff, Co Longford, Ireland New York, NY",,,,1,0,0,1
799,2,1,"Finoli, Mr Luigi",31.19418104,Southampton,"Italy Philadelphia, PA",,,,1,0,0,1
800,2,0,"Fischer, Mr Eberhard Telander",31.19418104,Southampton,,,,,1,0,0,1
801,2,0,"Flynn, Mr James",31.19418104,Queenstown,,,,,1,0,0,1
802,2,0,"Flynn, Mr John",31.19418104,Queenstown,,,,,1,0,0,1
803,2,0,"Foley, Mr Joseph",31.19418104,Queenstown,"Ireland Chicago, IL",,,,1,0,0,1
804,2,0,"Foley, Mr William",31.19418104,Queenstown,Ireland,,,,1,0,0,1
805,2,1,"Foo, Mr Choong",31.19418104,Southampton,"Hong Kong New York, NY",,,,1,0,0,1
806,2,0,"Ford, Mr Arthur",31.19418104,Southampton,"Bridgwater, Somerset, England",,,,1,0,0,1
807,2,0,"Ford, Miss Doolina Margaret",21,Southampton,"Rotherfield, Sussex, England Essex Co, MA",,,,0,0,0,1
808,2,0,"Ford, Mr Edward Watson",18,Southampton,"Rotherfield, Sussex, England Essex Co, MA",,,,1,0,0,1
809,2,0,"Ford, Miss Maggie",9,Southampton,"Rotherfield, Sussex, England Essex Co, MA",,,,0,0,0,1
810,2,0,"Ford, Mrs Edward (Margaret Ann)",48,Southampton,"Rotherfield, Sussex, England Essex Co, MA",,,,0,0,0,1
811,2,0,"Ford, Mr Neil Watson",16,Southampton,"Rotherfield, Sussex, England Essex Co, MA",,,,1,0,0,1
812,2,0,"Fox, Mr Patrick",31.19418104,Queenstown,"Ireland New York, NY",,,,1,0,0,1
813,2,0,"Franklin, Mr Charles",31.19418104,Southampton,,,,,1,0,0,1
814,2,0,"Gallagher, Mr Martin",25,Queenstown,"New York, NY",,,,1,0,0,1
815,2,0,"Garfirth, Mr John",31.19418104,Southampton,,,,,1,0,0,1
816,2,1,"Georges, Mrs Shahini Weappi",31.19418104,Cherbourg,"Youngstown, OH",,,,0,0,0,1
817,2,0,"Gilinski, Mr Leslie",22,Southampton,,,,,1,0,0,1
818,2,1,"Gilnagh, Miss Katie",16,Queenstown,"Co Longford, Ireland New York, NY",,,,0,0,0,1
819,2,1,"Glynn, Miss Mary Agatha",31.19418104,Queenstown,"Co Clare, Ireland Washington, DC",,,13,0,0,0,1
820,2,0,"Goldsmith, Mr Frank John",33,Southampton,"Strood, Kent, England Detroit, MI",,,,1,0,0,1
821,2,1,"Goldsmith, Mrs Frank John (Emily A. Brown)",31.19418104,Southampton,"Strood, Kent, England Detroit, MI",,,C,0,0,0,1
822,2,1,"Goldsmith, Master Frank John William",9,Southampton,"Strood, Kent, England Detroit, MI",,,C,1,0,0,1
823,2,0,"Goldsmith, Mr Nathan",41,Southampton,"Philadelphia, PA",,,,1,0,0,1
824,2,0,"Goncalves, Mr Manuel Estanslas",38,Southampton,Portugal,,,,1,0,0,1
825,2,0,"Goodwin, Mr Frederick",40,Southampton,"Wiltshire, England Niagara Falls, NY",,,,1,0,0,1
826,2,0,"Goodwin, Mrs Frederick (Augusta)",43,Southampton,"Wiltshire, England Niagara Falls, NY",,,,0,0,0,1
827,2,0,"Goodwin, Mr Charles E.",14,Southampton,"Wiltshire, England Niagara Falls, NY",,,,1,0,0,1
828,2,0,"Goodwin, Miss Lillian A.",16,Southampton,"Wiltshire, England Niagara Falls, NY",,,,0,0,0,1
829,2,0,"Goodwin, Master Harold V.",9,Southampton,"Wiltshire, England Niagara Falls, NY",,,,1,0,0,1
830,2,0,"Goodwin, Miss Jessie A.",10,Southampton,"Wiltshire, England Niagara Falls, NY",,,,0,0,0,1
831,2,0,"Goodwin, Master Sidney L.",6,Southampton,"Wiltshire, England Niagara Falls, NY",,,,1,0,0,1
832,2,0,"Goodwin, Master William F.",11,Southampton,"Wiltshire, England Niagara Falls, NY",,,,1,0,0,1
833,2,0,"Green, Mr George",40,Southampton,"Dorking, Surrey, England",,,,1,0,0,1
834,2,0,"Gronnestad, Mr Daniel Danielsen",32,Southampton,"Foresvik, Norway Portland, ND",,,,1,0,0,1
835,2,0,"Guest, Mr Robert",31.19418104,Southampton,,,,,1,0,0,1
836,2,0,"Gustafsson, Mr Alfred Ossian",20,Southampton,"Waukegan, Chicago, IL",,,,1,0,0,1
837,2,0,"Gustafsson, Mr Anders Vilhelm",37,Southampton,"Ruotsinphytaa, Finland New York, NY",,,,1,0,0,1
838,2,0,"Gustafsson, Mr Johan Birger",28,Southampton,"Ruotsinphytaa, Finland New York, NY",,,,1,0,0,1
839,2,0,"Gustafsson, Mr Karl Gideon",19,Southampton,"Myren, Sweden New York, NY",,,,1,0,0,1
840,2,0,"Haas, Miss Aloisia",31.19418104,,,,,,0,0,0,1
841,2,0,"Hagardon, Miss Kate",31.19418104,,,,,,0,0,0,1
842,2,0,"Hagland, Mr Ingvald Olsen",31.19418104,,,,,,1,0,0,1
843,2,0,"Hagland, Mr Konrad Mathias Reiersen",31.19418104,,,,,,1,0,0,1
844,2,0,"Hakkarainen, Mr Pekko Pietari",31.19418104,,,,,,1,0,0,1
845,2,1,"Hakkarainen, Mrs Pekko Pietari",31.19418104,,,,,,0,0,0,1
846,2,0,"Hampe, Mr Leon",31.19418104,,,,,,1,0,0,1
847,2,0,"Hansen, Mr Claus Peter",31.19418104,,,,,,1,0,0,1
848,2,1,"Hansen, Mrs Claus Peter",31.19418104,,,,,,0,0,0,1
849,2,0,"Hansen, Mr Henrik Juul",31.19418104,,,,,,1,0,0,1
850,2,0,"Hansen, Mr Henry Damsgaard",31.19418104,,,,,,1,0,0,1
851,2,0,"Harknett, Miss Alice",31.19418104,,,,,,0,0,0,1
852,2,0,"Harmer, Mr Abraham",31.19418104,,,,,,1,0,0,1
853,2,0,"Hart, Mr Henry",31.19418104,,,,,,1,0,0,1
854,2,0,"Hassan, Mr M. Houssein",31.19418104,,,,,,1,0,0,1
855,2,0,"Healy, Miss Nora",31.19418104,,,,,,0,0,0,1
856,2,1,"Hedman, Mr Oscar",31.19418104,,,,,,1,0,0,1
857,2,0,"Hee, Mr Ling",31.19418104,,,,,,1,0,0,1
858,2,0,"Hegarty, Miss Nora",31.19418104,,,,,,0,0,0,1
859,2,1,"Heikkinen, Miss Laina",31.19418104,,,,,,0,0,0,1
860,2,0,"Heininen, Miss Wendla Maria",31.19418104,,,,,,0,0,0,1
861,2,1,"Hellstrom, Hilda Maria",31.19418104,,,,,,0,0,0,1
862,2,0,"Hemming, Miss Nora",31.19418104,,,,,,0,0,0,1
863,2,0,"Hendekovic, Mr Ignaz",31.19418104,,,,,,1,0,0,1
864,2,0,"Henery, Delia",31.19418104,,,,,,0,0,0,1
865,2,0,"Henriksson, Jenny Lovisa",31.19418104,,,,,,0,0,0,1
866,2,1,"Hirvonen, Mrs Alexander",31.19418104,,,,,,0,0,0,1
867,2,0,"Hirvonen, Miss Hildur E.",31.19418104,,,,,,0,0,0,1
868,2,0,"Holm, Mr John Frederik Alexander",31.19418104,,,,,,1,0,0,1
869,2,0,"Holthen, Mr Johan Martin",31.19418104,,,,,,1,0,0,1
870,2,1,"Honkanen, Miss Eluna",31.19418104,,,,,,0,0,0,1
871,2,0,"Horgan, Mr John",31.19418104,,,,,,1,0,0,1
872,2,1,"Howard, Miss May",31.19418104,,,,,,0,0,0,1
873,2,0,"Humblin, Mr Adolf Mathias Nicolai Olsen",31.19418104,,,,,,1,0,0,1
874,2,1,"Hyman, Mr Abraham",31.19418104,,,,,,1,0,0,1
875,2,0,"Ilieff, Mr Ylio",31.19418104,,,,,,1,0,0,1
876,2,0,"Ilmakangas, Miss Ida Livija",31.19418104,,,,,,0,0,0,1
877,2,0,"Ilmakangas, Miss Pieta Sofia",31.19418104,,,,,,0,0,0,1
878,2,0,"Ivanoff, Mr Konio",31.19418104,,,,,,1,0,0,1
879,2,1,"Jansen, Mr Carl Olof",31.19418104,,,,,,1,0,0,1
880,2,0,"Jardin, Mr Jose Netto",31.19418104,,,,,,1,0,0,1
881,2,1,"Jensen, Miss Carla Christine",31.19418104,,,,,,0,0,0,1
882,2,0,"Jensen, Mr Hans Peder",31.19418104,,,,,,1,0,0,1
883,2,0,"Jensen, Mr Niels Peder",31.19418104,,,,,,1,0,0,1
884,2,0,"Jensen, Mr Svend Lauritz",31.19418104,,,,,,1,0,0,1
885,2,1,"Jermyn, Miss Annie",31.19418104,,,,,,0,0,0,1
886,2,0,"Johannesen-Bratthammer, Mr Bernt",31.19418104,,,,,,1,0,0,1
887,2,0,"Johanson, Mr Jakob Alfred",31.19418104,,,,,,1,0,0,1
888,2,0,"Johansson, Mr Erik",31.19418104,,,,,,1,0,0,1
889,2,0,"Johansson, Mr Gustaff Joel",31.19418104,,,,,,1,0,0,1
890,2,1,"Johansson, Mr Karl Johan",31.19418104,,,,,,1,0,0,1
891,2,0,"Johansson, Mr Nils",31.19418104,,,,,,1,0,0,1
892,2,1,"Johansson, Oscar L.",31.19418104,,,,,,1,0,0,1
893,2,0,"Johnson, Mr Alfred",31.19418104,,,,,,1,0,0,1
894,2,1,"Johnson, Miss Eleanor Ileen",31.19418104,,,,,,0,0,0,1
895,2,0,"Johnson, Mr Malkolm Joackim",31.19418104,,,,,,1,0,0,1
896,2,1,"Johnson, Master Harold Theodor",31.19418104,,,,,,1,0,0,1
897,2,0,"Johnson, Mrs Oscar W.",31.19418104,,,,,,0,0,0,1
898,2,0,"Johnson, Mr William Cahoone Jr.",31.19418104,,,,,,1,0,0,1
899,2,0,"Johnston, Mr Andrew G.",31.19418104,,,,,,1,0,0,1
900,2,0,"Johnston, Mrs Andrew G.",31.19418104,,,,,,0,0,0,1
901,2,0,"Johnston, Miss Catherine H.",31.19418104,,,,,,0,0,0,1
902,2,0,"Johnston, Master William A.",31.19418104,,,,,,1,0,0,1
903,2,0,"Jonkoff, Mr Lazor",31.19418104,,,,,,1,0,0,1
904,2,1,"Jonsson, Mr Carl",31.19418104,,,,,,1,0,0,1
905,2,0,"Jonsson, Nils Hilding",31.19418104,,,,,,1,0,0,1
906,2,0,"Jussila, Miss Aina Maria",31.19418104,,,,,,0,0,0,1
907,2,1,"Jussila, Mr Erik",31.19418104,,,,,,1,0,0,1
908,2,0,"Jussila, Miss Katriina",31.19418104,,,,,,0,0,0,1
909,2,0,"Kallio, Mr Nikolai Erland",31.19418104,,,,,,1,0,0,1
910,2,0,"Kalvig, Mr Johannes K. Halverson",31.19418104,,,,,,1,0,0,1
911,2,0,"Karajic, Mr Milan",31.19418104,,,,,,1,0,0,1
912,2,1,"Karlsson, Mr Einar Gervasius",31.19418104,,,,,,1,0,0,1
913,2,0,"Karlsson, Mr Julius Konrad Eugen",31.19418104,,,,,,1,0,0,1
914,2,0,"Karlsson, Mr Nils August",31.19418104,,,,,,1,0,0,1
915,2,1,"Karun, Miss Anna Mary",31.19418104,,,,,,0,0,0,1
916,2,0,"Karun, Mr Franz",31.19418104,,,,,,1,0,0,1
917,2,0,"Kassem, Mr Fared",31.19418104,,,,,,1,0,0,1
918,2,0,"Keane, Mr Andrew",31.19418104,,,,,,1,0,0,1
919,2,0,"Keefe, Mr Arthur",31.19418104,,,,,,1,0,0,1
920,2,0,"Kekic, Mr Tido",31.19418104,,,,,,1,0,0,1
921,2,1,"Kelly, Miss Anna Kate",31.19418104,,,,,,0,0,0,1
922,2,0,"Kelly, Mr James",31.19418104,,,,,,1,0,0,1
923,2,0,"Kelly, Mr James",31.19418104,,,,,,1,0,0,1
924,2,1,"Kelly, Miss Mary",31.19418104,,,,,,0,0,0,1
925,2,0,"Kennedy, Mr John",31.19418104,,,,,,1,0,0,1
926,2,0,"Khalil, Mr Betros",31.19418104,,,,,,1,0,0,1
927,2,0,"Khalil, Mrs Betros",31.19418104,,,,,,0,0,0,1
928,2,0,"Khalil, Mr Saad",31.19418104,,,,,,1,0,0,1
929,2,0,"Kiernan, Mr John",31.19418104,,,,,,1,0,0,1
930,2,0,"Kiernan, Mr Philip",31.19418104,,,,,,1,0,0,1
931,2,0,"Kilgannon, Mr Thomas",31.19418104,,,,,,1,0,0,1
932,2,1,"Kink, Mr Anton",31.19418104,,,,,,1,0,0,1
933,2,0,"Kink, Mrs Anton (Louise Heilmann)",31.19418104,,,,,,0,0,0,1
934,2,1,"Kink, Miss Louise Gretchen",31.19418104,,,,,,0,0,0,1
935,2,0,"Kink, Miss Maria",31.19418104,,,,,,0,0,0,1
936,2,0,"Kink, Mr Vincenz",31.19418104,,,,,,1,0,0,1
937,2,0,"Klasen, Miss Gertrud Emilia",31.19418104,,,,,,0,0,0,1
938,2,0,"Klasen, Mrs Hulda Kristina",31.19418104,,,,,,0,0,0,1
939,2,0,"Klasen, Mr Klas Albin",31.19418104,,,,,,1,0,0,1
940,2,0,"Kraeff, Mr Theodor",31.19418104,,,,,,1,0,0,1
941,2,1,"Krekorian, Mr Neshan",31.19418104,,,,,,1,0,0,1
942,2,0,"Lahowd, Mr Sarkis",31.19418104,,,,,,1,0,0,1
943,2,0,"Laitinen, Miss Kritina Sofia",31.19418104,,,,,,0,0,0,1
944,2,0,"Laleff, Mr Kristo",31.19418104,,,,,,1,0,0,1
945,2,1,"Lam, Mr Ali",31.19418104,,,,,,1,0,0,1
946,2,0,"Lam, Mr Len",31.19418104,,,,,,1,0,0,1
947,2,1,"Landegren, Miss Aurora Adelia",31.19418104,,,,,,0,0,0,1
948,2,0,"Lane, Mr Patrick",31.19418104,,,,,,1,0,0,1
949,2,1,"Lang, Mr Fang",31.19418104,,,,,,1,0,0,1
950,2,0,"Larsson, Mr August Viktor",31.19418104,,,,,,1,0,0,1
951,2,0,"Larsson, Mr Bengt Edvin",31.19418104,,,,,,1,0,0,1
952,2,0,"Larsson-Rondberg, Mr Edvard",31.19418104,,,,,,1,0,0,1
953,2,1,"Leeni, Mr Fahim",31.19418104,,,,,,1,0,0,1
954,2,0,"Lefebre, Mrs Frank",31.19418104,,,,,,0,0,0,1
955,2,0,"Lefebre, Master Henry",31.19418104,,,,,,1,0,0,1
956,2,0,"Lefebre, Miss Ida",31.19418104,,,,,,0,0,0,1
957,2,0,"Lefebre, Miss Jeannie",31.19418104,,,,,,0,0,0,1
958,2,0,"Lefebre, Miss Mathilde",31.19418104,,,,,,0,0,0,1
959,2,0,"Leinonen, Mr Antti Gustaf",31.19418104,,,,,,1,0,0,1
960,2,0,"Lemberopolous, Mr Peter L.",31.19418104,,,,,,1,0,0,1
961,2,0,"Lemom, Mr Denis",31.19418104,,,,,,1,0,0,1
962,2,0,"Lemon, Miss Mary",31.19418104,,,,,,0,0,0,1
963,2,0,"Leonard, Mr Lionel",31.19418104,,,,,,1,0,0,1
964,2,0,"Lester, Mr James",31.19418104,,,,,,1,0,0,1
965,2,0,"Lindahl, Miss Agda V.",31.19418104,,,,,,0,0,0,1
966,2,0,"Lindblom, Miss Augusta Charlotta",31.19418104,,,,,,0,0,0,1
967,2,0,"Lindell, Mr Edvard Bengtsson",31.19418104,,,,,,1,0,0,1
968,2,0,"Lindell, Mrs Edvard Bengtsson",31.19418104,,,,,,0,0,0,1
969,2,1,"Lindqvist, Eino William",31.19418104,,,,,,1,0,0,1
970,2,0,"Linehan, Mr Michael",31.19418104,,,,,,1,0,0,1
971,2,0,"Ling, Mr Lee",31.19418104,,,,,,1,0,0,1
972,2,0,"Lithman, Mr Simon",31.19418104,,,,,,1,0,0,1
973,2,0,"Lobb, Mr William Arthur",31.19418104,,,,,,1,0,0,1
974,2,0,"Lobb, Mrs William Arthur",31.19418104,,,,,,0,0,0,1
975,2,0,"Lockyer, Mr Edward",31.19418104,,,,,,1,0,0,1
976,2,0,"Lovell, Mr John",31.19418104,,,,,,1,0,0,1
977,2,1,"Lulich, Mr Nicola",31.19418104,,,,,,1,0,0,1
978,2,0,"Lundahl, Mr Johan",31.19418104,,,,,,1,0,0,1
979,2,1,"Lundin, Miss Olga Elida",31.19418104,,,,,,0,0,0,1
980,2,0,"Lundstrom, Mr Thure Edvin",31.19418104,,,,,,1,0,0,1
981,2,0,"Lyntakoff, Mr Stanko",31.19418104,,,,,,1,0,0,1
982,2,0,"MacKay, Mr George William",31.19418104,,,,,,1,0,0,1
983,2,1,"Madigan, Miss Margaret",31.19418104,,,,,,0,0,0,1
984,2,0,"Madsen, Mr Frithiof",31.19418104,,,,,,1,0,0,1
985,2,0,"Maenpaa, Mr Matti Alexanteri",31.19418104,,,,,,1,0,0,1
986,2,0,"Mahon, Miss Delia",31.19418104,,,,,,0,0,0,1
987,2,0,"Maisner, Mr Simon",31.19418104,,,,,,1,0,0,1
988,2,0,"Makinen, Mr Kalle Edvard",31.19418104,,,,,,1,0,0,1
989,2,1,"Mamee, Mr Hanna",31.19418104,,,,,,1,0,0,1
990,2,0,"Mangan, Miss Mary",31.19418104,,,,,,0,0,0,1
991,2,1,"Mannion, Miss Margareth",31.19418104,,,,,,0,0,0,1
992,2,0,"Mansour, Mr Hanna",31.19418104,,,,,,1,0,0,1
993,2,0,"Mardirosian, Mr Sarkis",31.19418104,,,,,,1,0,0,1
994,2,0,"Marinko, Mr Dmitri",31.19418104,,,,,,1,0,0,1
995,2,0,"Markim, Mr Johann",31.19418104,,,,,,1,0,0,1
996,2,0,"Markoff, Mr Marin",31.19418104,,,,,,1,0,0,1
997,2,1,"Masselmany, Mrs Fatima",31.19418104,,,,,,0,0,0,1
998,2,0,"Matinoff, Mr Nicola",31.19418104,,,,,,1,0,0,1
999,2,1,"McCarthy, Miss Katie",31.19418104,,,,,,0,0,0,1
1000,2,0,"McCormack, Mr Thomas J.",31.19418104,,,,,,1,0,0,1
1001,2,0,"McCoy, Miss Agnes",31.19418104,,,,,,0,0,0,1
1002,2,0,"McCoy, Miss Alice",31.19418104,,,,,,0,0,0,1
1003,2,0,"McCoy, Mr Bernard",31.19418104,,,,,,1,0,0,1
1004,2,0,"McDermott, Miss Delia",31.19418104,,,,,,0,0,0,1
1005,2,0,"McElroy, Mr Michael",31.19418104,,,,,,1,0,0,1
1006,2,1,"McGovern, Mrs Hugh",31.19418104,,,,,,0,0,0,1
1007,2,0,"McGowan, Miss Anna",31.19418104,,,,,,0,0,0,1
1008,2,0,"McGowan, Miss Katherine",31.19418104,,,,,,0,0,0,1
1009,2,0,"McMahon, Mr Martin",31.19418104,,,,,,1,0,0,1
1010,2,0,"McNamee, Mr Neal",31.19418104,,,,,,1,0,0,1
1011,2,0,"McNamee, Mrs Neal",31.19418104,,,,,,0,0,0,1
1012,2,0,"Meanwell, Miss Marion Ogden",31.19418104,,,,,,0,0,0,1
1013,2,0,"Mechen, Mr John",31.19418104,,,,,,1,0,0,1
1014,2,0,"Meek, Mrs Thomas",31.19418104,,,,,,0,0,0,1
1015,2,0,"Melkebuk, Mrs Philemon",31.19418104,,,,,,0,0,0,1
1016,2,0,"Meo, Mr Alfonso",31.19418104,,,,,,1,0,0,1
1017,2,1,"Midtsjo, Mr Karl Albert",31.19418104,,,,,,1,0,0,1
1018,2,0,"Mihoff, Mr Stoytcho",31.19418104,,,,,,1,0,0,1
1019,2,0,"Miles, Mr Frank",31.19418104,,,,,,1,0,0,1
1020,2,0,"Mineff, Mr Ivan",31.19418104,,,,,,1,0,0,1
1021,2,0,"Minkoff, Mr Lazar",31.19418104,,,,,,1,0,0,1
1022,2,0,"Mirko, Mr Dika",31.19418104,,,,,,1,0,0,1
1023,2,0,"Mitkoff, Mr Mito",31.19418104,,,,,,1,0,0,1
1024,2,1,"Mocklare, Miss Helen Mary",31.19418104,,,,,,0,0,0,1
1025,2,0,"Moen, Mr Sigurd H.",31.19418104,,,,,,1,0,0,1
1026,2,1,"Moor, Mrs Beila",31.19418104,,,,,,0,0,0,1
1027,2,0,"Moor, Master Meier",31.19418104,,,,,,1,0,0,1
1028,2,0,"Moore, Mr Leonard Charles",31.19418104,,,,,,1,0,0,1
1029,2,1,"Moran, Miss Bertha",31.19418104,,,,,,0,0,0,1
1030,2,0,"Moran, Mr Daniel J.",31.19418104,,,,,,1,0,0,1
1031,2,0,"Moran, Mr James",31.19418104,,,,,,1,0,0,1
1032,2,0,"Morley, Mr Henry Samuel",31.19418104,,,,,,1,0,0,1
1033,2,0,"Morrow, Mr Thomas Rowan",31.19418104,,,,,,1,0,0,1
1034,2,1,"Moubarek (Borak), Mr Hanna (John)",31.19418104,,,,,,1,0,0,1
1035,2,0,"Moubarek, Mrs George",31.19418104,,,,,,0,0,0,1
1036,2,0,"Moubarek, Master George",31.19418104,,,,,,1,0,0,1
1037,2,0,"Moubarek, Master William George",31.19418104,,,,,,1,0,0,1
1038,2,0,"Moss, Albert Johan",31.19418104,,,,,,1,0,0,1
1039,2,0,"Moussa, Mrs Mantoura Baloics",31.19418104,,,,,,0,0,0,1
1040,2,0,"Moutal, Mr Rahamin",31.19418104,,,,,,1,0,0,1
1041,2,1,"Mullins, Miss Katie",31.19418104,,,,,,0,0,0,1
1042,2,0,"Mulvihill, Miss Bertha E.",31.19418104,,,,,,0,0,0,1
1043,2,0,"Murdlin, Mr Joseph",31.19418104,,,,,,1,0,0,1
1044,2,0,"Murphy, Miss Katherine",31.19418104,,,,,,0,0,0,1
1045,2,0,"Murphy, Miss Margaret",31.19418104,,,,,,0,0,0,1
1046,2,0,"Murphy, Miss Nora",31.19418104,,,,,,0,0,0,1
1047,2,0,"Myhrman, Mr Pehr Fabian Oliver Malkolm",31.19418104,,,,,,1,0,0,1
1048,2,1,"Nackid, Miss Maria",31.19418104,,,,,,0,0,0,1
1049,2,0,"Nackid, Mr Said",31.19418104,,,,,,1,0,0,1
1050,2,0,"Nackid, Mrs Said",31.19418104,,,,,,0,0,0,1
1051,2,0,"Nahill, Mr Toufik",31.19418104,,,,,,1,0,0,1
1052,2,0,"Naidenoff, Mr Penko",31.19418104,,,,,,1,0,0,1
1053,2,0,"Nancarrow, W. H.",31.19418104,,,,,,1,0,0,1
1054,2,0,"Niklasen, Sander",31.19418104,,,,,,1,0,0,1
1055,2,0,"Nosworthy, Richard C.",31.19418104,,,,,,1,0,0,1
1056,2,1,"Najib, Miss Adele Kiamie",31.19418104,,,,,,0,0,0,1
1057,2,0,"Nancarrow, Mr William Henry",31.19418104,,,,,,1,0,0,1
1058,2,0,"Nankoff, Mr Minko",31.19418104,,,,,,1,0,0,1
1059,2,0,"Nasr, Mr Mustafa",31.19418104,,,,,,1,0,0,1
1060,2,0,"Nassr, Mr Saade Jean",31.19418104,,,,,,1,0,0,1
1061,2,0,"Naughton, Miss Hannah",31.19418104,,,,,,0,0,0,1
1062,2,0,"Nemaugh, Mr Robert",31.19418104,,,,,,1,0,0,1
1063,2,0,"Nenkoff, Mr Christo",31.19418104,,,,,,1,0,0,1
1064,2,1,"Nicola-Yarred, Miss Jamila",31.19418104,,,,,,0,0,0,1
1065,2,0,"Nicola-Yarred, Master Elias",31.19418104,,,,,,1,0,0,1
1066,2,0,"Nieminen, Miss Manta Josefina",31.19418104,,,,,,0,0,0,1
1067,2,0,"Niklasson, Mr Samuel",31.19418104,,,,,,1,0,0,1
1068,2,0,"Nilsson, Mr August Ferdinand",31.19418104,,,,,,1,0,0,1
1069,2,1,"Nilsson, Miss Berta Olivia",31.19418104,,,,,,0,0,0,1
1070,2,0,"Nilsson, Miss Helmina Josefina",31.19418104,,,,,,0,0,0,1
1071,2,0,"Niskanen, Mr Johan",31.19418104,,,,,,1,0,0,1
1072,2,0,"Nosworthy, Mr Richard Cater",31.19418104,,,,,,1,0,0,1
